rpm,timestamp,anomaly
862,2022-03-23 18:13:10,0
819,2022-03-23 18:13:13,0
849,2022-03-23 18:13:16,0
848,2022-03-23 18:13:18,0
876,2022-03-23 18:13:21,0
899,2022-03-23 18:13:24,0
874,2022-03-23 18:13:27,0
904,2022-03-23 18:13:30,0
877,2022-03-23 18:13:33,0
850,2022-03-23 18:13:36,0
848,2022-03-23 18:13:39,0
823,2022-03-23 18:13:41,0
889,2022-03-23 18:13:44,0
853,2022-03-23 18:13:47,0
848,2022-03-23 18:13:50,0
854,2022-03-23 18:13:53,0
814,2022-03-23 18:13:56,0
776,2022-03-23 18:13:59,0
780,2022-03-23 18:14:02,0
772,2022-03-23 18:14:04,0
940,2022-03-23 18:14:07,0
847,2022-03-23 18:14:10,0
850,2022-03-23 18:14:13,0
821,2022-03-23 18:14:16,0
776,2022-03-23 18:14:19,0
758,2022-03-23 18:14:22,0
841,2022-03-23 18:14:25,0
848,2022-03-23 18:14:27,0
775,2022-03-23 18:14:30,0
778,2022-03-23 18:14:33,0
679,2022-03-23 18:14:36,0
954,2022-03-23 18:14:39,0
885,2022-03-23 18:14:42,0
816,2022-03-23 18:14:45,0
748,2022-03-23 18:14:48,0
977,2022-03-23 18:14:50,0
844,2022-03-23 18:14:53,0
992,2022-03-23 18:14:56,0
932,2022-03-23 18:14:59,0
849,2022-03-23 18:15:02,0
848,2022-03-23 18:15:05,0
822,2022-03-23 18:15:08,0
820,2022-03-23 18:15:11,0
855,2022-03-23 18:15:13,0
821,2022-03-23 18:15:16,0
768,2022-03-23 18:15:19,0
846,2022-03-23 18:15:22,0
796,2022-03-23 18:15:25,0
777,2022-03-23 18:15:28,0
923,2022-03-23 18:15:31,0
1609,2022-03-23 18:15:34,0
922,2022-03-23 18:15:37,0
912,2022-03-23 18:15:39,0
862,2022-03-23 18:15:42,0
922,2022-03-23 18:15:45,0
894,2022-03-23 18:15:48,0
844,2022-03-23 18:15:51,0
866,2022-03-23 18:15:54,0
824,2022-03-23 18:15:57,0
810,2022-03-23 18:16:00,0
899,2022-03-23 18:16:03,0
902,2022-03-23 18:16:05,0
915,2022-03-23 18:16:08,0
1389,2022-03-23 18:16:11,0
998,2022-03-23 18:16:14,0
922,2022-03-23 18:16:17,0
1024,2022-03-23 18:16:20,0
967,2022-03-23 18:16:23,0
883,2022-03-23 18:16:26,0
1077,2022-03-23 18:16:28,0
949,2022-03-23 18:16:31,0
916,2022-03-23 18:16:34,0
933,2022-03-23 18:16:37,0
945,2022-03-23 18:16:40,0
1077,2022-03-23 18:16:43,0
1066,2022-03-23 18:16:46,0
1212,2022-03-23 18:16:49,0
1533,2022-03-23 18:16:51,0
1931,2022-03-23 18:16:54,0
1293,2022-03-23 18:16:57,0
1605,2022-03-23 18:17:00,0
2112,2022-03-23 18:17:03,0
1573,2022-03-23 18:17:06,0
1638,2022-03-23 18:17:09,0
1493,2022-03-23 18:17:12,0
1211,2022-03-23 18:17:14,0
1198,2022-03-23 18:17:17,0
1130,2022-03-23 18:17:20,0
1094,2022-03-23 18:17:23,0
1033,2022-03-23 18:17:26,0
1058,2022-03-23 18:17:29,0
1089,2022-03-23 18:17:32,0
1093,2022-03-23 18:17:35,0
1136,2022-03-23 18:17:37,0
1339,2022-03-23 18:17:40,0
1568,2022-03-23 18:17:43,0
1817,2022-03-23 18:17:46,0
2122,2022-03-23 18:17:49,0
2359,2022-03-23 18:17:52,0
1323,2022-03-23 18:17:55,0
1726,2022-03-23 18:17:58,0
1827,2022-03-23 18:18:00,0
1944,2022-03-23 18:18:03,0
2060,2022-03-23 18:18:06,0
2125,2022-03-23 18:18:09,0
2171,2022-03-23 18:18:12,0
2223,2022-03-23 18:18:15,0
2270,2022-03-23 18:18:18,0
2258,2022-03-23 18:18:20,0
2268,2022-03-23 18:18:23,0
2291,2022-03-23 18:18:26,0
2320,2022-03-23 18:18:29,0
2323,2022-03-23 18:18:32,0
2348,2022-03-23 18:18:35,0
2340,2022-03-23 18:18:38,0
2331,2022-03-23 18:18:41,0
2324,2022-03-23 18:18:43,0
2312,2022-03-23 18:18:46,0
2305,2022-03-23 18:18:49,0
2330,2022-03-23 18:18:52,0
2356,2022-03-23 18:18:55,0
2341,2022-03-23 18:18:58,0
2337,2022-03-23 18:19:01,0
2369,2022-03-23 18:19:04,0
2390,2022-03-23 18:19:06,0
2370,2022-03-23 18:19:09,0
2369,2022-03-23 18:19:12,0
2378,2022-03-23 18:19:15,0
2379,2022-03-23 18:19:18,0
2396,2022-03-23 18:19:21,0
2364,2022-03-23 18:19:24,0
2300,2022-03-23 18:19:27,0
2273,2022-03-23 18:19:29,0
2233,2022-03-23 18:19:32,0
2214,2022-03-23 18:19:35,0
2199,2022-03-23 18:19:38,0
2197,2022-03-23 18:19:41,0
2189,2022-03-23 18:19:44,0
2181,2022-03-23 18:19:47,0
2184,2022-03-23 18:19:50,0
2172,2022-03-23 18:19:52,0
2156,2022-03-23 18:19:55,0
2132,2022-03-23 18:19:58,0
2105,2022-03-23 18:20:01,0
2083,2022-03-23 18:20:04,0
2102,2022-03-23 18:20:07,0
2148,2022-03-23 18:20:10,0
2210,2022-03-23 18:20:12,0
2231,2022-03-23 18:20:15,0
2263,2022-03-23 18:20:18,0
2224,2022-03-23 18:20:21,0
2202,2022-03-23 18:20:24,0
2149,2022-03-23 18:20:27,0
2104,2022-03-23 18:20:30,0
2046,2022-03-23 18:20:33,0
1942,2022-03-23 18:20:35,0
1854,2022-03-23 18:20:38,0
1823,2022-03-23 18:20:41,0
1729,2022-03-23 18:20:44,0
1771,2022-03-23 18:20:47,0
1515,2022-03-23 18:20:50,0
1437,2022-03-23 18:20:53,0
1438,2022-03-23 18:20:56,0
1437,2022-03-23 18:20:58,0
1348,2022-03-23 18:21:01,0
1322,2022-03-23 18:21:04,0
1333,2022-03-23 18:21:07,0
1370,2022-03-23 18:21:10,0
1415,2022-03-23 18:21:13,0
1458,2022-03-23 18:21:16,0
1483,2022-03-23 18:21:18,0
1518,2022-03-23 18:21:21,0
1421,2022-03-23 18:21:24,0
1406,2022-03-23 18:21:27,0
1446,2022-03-23 18:21:30,0
1477,2022-03-23 18:21:33,0
1482,2022-03-23 18:21:36,0
1387,2022-03-23 18:21:39,0
1352,2022-03-23 18:21:41,0
1348,2022-03-23 18:21:44,0
1409,2022-03-23 18:21:47,0
1438,2022-03-23 18:21:50,0
1417,2022-03-23 18:21:53,0
1419,2022-03-23 18:21:56,0
1461,2022-03-23 18:21:59,0
1416,2022-03-23 18:22:02,0
1428,2022-03-23 18:22:05,0
1396,2022-03-23 18:22:07,0
1395,2022-03-23 18:22:10,0
1418,2022-03-23 18:22:13,0
1447,2022-03-23 18:22:16,0
1448,2022-03-23 18:22:19,0
1364,2022-03-23 18:22:22,0
1270,2022-03-23 18:22:25,0
1280,2022-03-23 18:22:27,0
1319,2022-03-23 18:22:30,0
1318,2022-03-23 18:22:33,0
1358,2022-03-23 18:22:36,0
1311,2022-03-23 18:22:39,0
1335,2022-03-23 18:22:42,0
1417,2022-03-23 18:22:45,0
1384,2022-03-23 18:22:48,0
1357,2022-03-23 18:22:50,0
1314,2022-03-23 18:22:53,0
1296,2022-03-23 18:22:56,0
1217,2022-03-23 18:22:59,0
1130,2022-03-23 18:23:02,0
1107,2022-03-23 18:23:05,0
1086,2022-03-23 18:23:08,0
1060,2022-03-23 18:23:11,0
1053,2022-03-23 18:23:13,0
1073,2022-03-23 18:23:16,0
1118,2022-03-23 18:23:19,0
1177,2022-03-23 18:23:22,0
1252,2022-03-23 18:23:25,0
1325,2022-03-23 18:23:28,0
1405,2022-03-23 18:23:31,0
1492,2022-03-23 18:23:34,0
1490,2022-03-23 18:23:36,0
1490,2022-03-23 18:23:39,0
1486,2022-03-23 18:23:42,0
1473,2022-03-23 18:23:45,0
1541,2022-03-23 18:23:48,0
1669,2022-03-23 18:23:51,0
1791,2022-03-23 18:23:54,0
1906,2022-03-23 18:23:56,0
1990,2022-03-23 18:23:59,0
1980,2022-03-23 18:24:02,0
1865,2022-03-23 18:24:05,0
1771,2022-03-23 18:24:08,0
1825,2022-03-23 18:24:11,0
1889,2022-03-23 18:24:14,0
1962,2022-03-23 18:24:17,0
2039,2022-03-23 18:24:19,0
2107,2022-03-23 18:24:22,0
2032,2022-03-23 18:24:25,0
1951,2022-03-23 18:24:28,0
1973,2022-03-23 18:24:31,0
2005,2022-03-23 18:24:34,0
2026,2022-03-23 18:24:37,0
2025,2022-03-23 18:24:39,0
2006,2022-03-23 18:24:42,0
1990,2022-03-23 18:24:45,0
1997,2022-03-23 18:24:48,0
2003,2022-03-23 18:24:51,0
1971,2022-03-23 18:24:54,0
1892,2022-03-23 18:24:57,0
1890,2022-03-23 18:25:00,0
1885,2022-03-23 18:25:02,0
1770,2022-03-23 18:25:05,0
1734,2022-03-23 18:25:08,0
1698,2022-03-23 18:25:11,0
1664,2022-03-23 18:25:14,0
1697,2022-03-23 18:25:17,0
1715,2022-03-23 18:25:20,0
1737,2022-03-23 18:25:23,0
1769,2022-03-23 18:25:25,0
1809,2022-03-23 18:25:28,0
1845,2022-03-23 18:25:31,0
1878,2022-03-23 18:25:34,0
1925,2022-03-23 18:25:37,0
1959,2022-03-23 18:25:40,0
1980,2022-03-23 18:25:43,0
1936,2022-03-23 18:25:46,0
1937,2022-03-23 18:25:48,0
1963,2022-03-23 18:25:51,0
1984,2022-03-23 18:25:54,0
2031,2022-03-23 18:25:57,0
2010,2022-03-23 18:26:00,0
1871,2022-03-23 18:26:03,0
1839,2022-03-23 18:26:06,0
1807,2022-03-23 18:26:08,0
1790,2022-03-23 18:26:11,0
1727,2022-03-23 18:26:14,0
1657,2022-03-23 18:26:17,0
1594,2022-03-23 18:26:20,0
1542,2022-03-23 18:26:23,0
1518,2022-03-23 18:26:26,0
1561,2022-03-23 18:26:29,0
1609,2022-03-23 18:26:31,0
1676,2022-03-23 18:26:34,0
1765,2022-03-23 18:26:37,0
1843,2022-03-23 18:26:40,0
1919,2022-03-23 18:26:43,0
1996,2022-03-23 18:26:46,0
2011,2022-03-23 18:26:49,0
2002,2022-03-23 18:26:52,0
1998,2022-03-23 18:26:54,0
1969,2022-03-23 18:26:57,0
1949,2022-03-23 18:27:00,0
1931,2022-03-23 18:27:03,0
1914,2022-03-23 18:27:06,0
1884,2022-03-23 18:27:09,0
1819,2022-03-23 18:27:12,0
1731,2022-03-23 18:27:15,0
1689,2022-03-23 18:27:17,0
1665,2022-03-23 18:27:20,0
1677,2022-03-23 18:27:23,0
1722,2022-03-23 18:27:26,0
1758,2022-03-23 18:27:29,0
1791,2022-03-23 18:27:32,0
1836,2022-03-23 18:27:35,0
1827,2022-03-23 18:27:38,0
1786,2022-03-23 18:27:40,0
1739,2022-03-23 18:27:43,0
1707,2022-03-23 18:27:46,0
1677,2022-03-23 18:27:49,0
1702,2022-03-23 18:27:52,0
1712,2022-03-23 18:27:55,0
1713,2022-03-23 18:27:58,0
1726,2022-03-23 18:28:01,0
1725,2022-03-23 18:28:03,0
1732,2022-03-23 18:28:06,0
1753,2022-03-23 18:28:09,0
1744,2022-03-23 18:28:12,0
1749,2022-03-23 18:28:15,0
1771,2022-03-23 18:28:18,0
1824,2022-03-23 18:28:21,0
1887,2022-03-23 18:28:24,0
1936,2022-03-23 18:28:27,0
1961,2022-03-23 18:28:29,0
2003,2022-03-23 18:28:32,0
2036,2022-03-23 18:28:35,0
2071,2022-03-23 18:28:38,0
2036,2022-03-23 18:28:41,0
2143,2022-03-23 18:28:44,0
2258,2022-03-23 18:28:47,0
2326,2022-03-23 18:28:50,0
2361,2022-03-23 18:28:52,0
2374,2022-03-23 18:28:55,0
2388,2022-03-23 18:28:58,0
2383,2022-03-23 18:29:01,0
2334,2022-03-23 18:29:04,0
2310,2022-03-23 18:29:07,0
2289,2022-03-23 18:29:10,0
2260,2022-03-23 18:29:13,0
2152,2022-03-23 18:29:15,0
2045,2022-03-23 18:29:18,0
2017,2022-03-23 18:29:21,0
1922,2022-03-23 18:29:24,0
1781,2022-03-23 18:29:27,0
1800,2022-03-23 18:29:30,0
1877,2022-03-23 18:29:33,0
1980,2022-03-23 18:29:36,0
2080,2022-03-23 18:29:39,0
2187,2022-03-23 18:29:41,0
2268,2022-03-23 18:29:44,0
2327,2022-03-23 18:29:47,0
2325,2022-03-23 18:29:50,0
2276,2022-03-23 18:29:53,0
2268,2022-03-23 18:29:56,0
2277,2022-03-23 18:29:59,0
2269,2022-03-23 18:30:02,0
2250,2022-03-23 18:30:04,0
2246,2022-03-23 18:30:07,0
2244,2022-03-23 18:30:10,0
2242,2022-03-23 18:30:13,0
2214,2022-03-23 18:30:16,0
2177,2022-03-23 18:30:19,0
2135,2022-03-23 18:30:22,0
1997,2022-03-23 18:30:25,0
1812,2022-03-23 18:30:27,0
1746,2022-03-23 18:30:30,0
1696,2022-03-23 18:30:33,0
1565,2022-03-23 18:30:36,0
1494,2022-03-23 18:30:39,0
1496,2022-03-23 18:30:42,0
1538,2022-03-23 18:30:45,0
1498,2022-03-23 18:30:48,0
1416,2022-03-23 18:30:50,0
1352,2022-03-23 18:30:53,0
1252,2022-03-23 18:30:56,0
1329,2022-03-23 18:30:59,0
1382,2022-03-23 18:31:02,0
1378,2022-03-23 18:31:05,0
1373,2022-03-23 18:31:08,0
1410,2022-03-23 18:31:11,0
1374,2022-03-23 18:31:13,0
1395,2022-03-23 18:31:16,0
1382,2022-03-23 18:31:19,0
1344,2022-03-23 18:31:22,0
1417,2022-03-23 18:31:25,0
1433,2022-03-23 18:31:28,0
1384,2022-03-23 18:31:31,0
1340,2022-03-23 18:31:34,0
1352,2022-03-23 18:31:36,0
1403,2022-03-23 18:31:39,0
1463,2022-03-23 18:31:42,0
1412,2022-03-23 18:31:45,0
1428,2022-03-23 18:31:48,0
1395,2022-03-23 18:31:51,0
1432,2022-03-23 18:31:54,0
1517,2022-03-23 18:31:57,0
1561,2022-03-23 18:31:59,0
1617,2022-03-23 18:32:02,0
1650,2022-03-23 18:32:05,0
1635,2022-03-23 18:32:08,0
1548,2022-03-23 18:32:11,0
1457,2022-03-23 18:32:14,0
1470,2022-03-23 18:32:17,0
1462,2022-03-23 18:32:20,0
1515,2022-03-23 18:32:22,0
1557,2022-03-23 18:32:25,0
1564,2022-03-23 18:32:28,0
1577,2022-03-23 18:32:31,0
1518,2022-03-23 18:32:34,0
1541,2022-03-23 18:32:37,0
1572,2022-03-23 18:32:40,0
1633,2022-03-23 18:32:43,0
1516,2022-03-23 18:32:45,0
1489,2022-03-23 18:32:48,0
1531,2022-03-23 18:32:51,0
1428,2022-03-23 18:32:54,0
1466,2022-03-23 18:32:57,0
1588,2022-03-23 18:33:00,0
1564,2022-03-23 18:33:03,0
1591,2022-03-23 18:33:05,0
1679,2022-03-23 18:33:08,0
1607,2022-03-23 18:33:11,0
1576,2022-03-23 18:33:14,0
1640,2022-03-23 18:33:17,0
1835,2022-03-23 18:33:20,0
2026,2022-03-23 18:33:23,0
2139,2022-03-23 18:33:26,0
1991,2022-03-23 18:33:28,0
1758,2022-03-23 18:33:31,0
1749,2022-03-23 18:33:34,0
1828,2022-03-23 18:33:37,0
1955,2022-03-23 18:33:40,0
2065,2022-03-23 18:33:43,0
2085,2022-03-23 18:33:46,0
2029,2022-03-23 18:33:49,0
1876,2022-03-23 18:33:51,0
1804,2022-03-23 18:33:54,0
1690,2022-03-23 18:33:57,0
1697,2022-03-23 18:34:00,0
1746,2022-03-23 18:34:03,0
1813,2022-03-23 18:34:06,0
1851,2022-03-23 18:34:09,0
1792,2022-03-23 18:34:12,0
1680,2022-03-23 18:34:14,0
1681,2022-03-23 18:34:17,0
1757,2022-03-23 18:34:20,0
1842,2022-03-23 18:34:23,0
1838,2022-03-23 18:34:26,0
1775,2022-03-23 18:34:29,0
1665,2022-03-23 18:34:32,0
1567,2022-03-23 18:34:34,0
1604,2022-03-23 18:34:37,0
1620,2022-03-23 18:34:40,0
1398,2022-03-23 18:34:43,0
1295,2022-03-23 18:34:46,0
1346,2022-03-23 18:34:49,0
1396,2022-03-23 18:34:52,0
1369,2022-03-23 18:34:55,0
1464,2022-03-23 18:34:57,0
1568,2022-03-23 18:35:00,0
1449,2022-03-23 18:35:03,0
1455,2022-03-23 18:35:06,0
1414,2022-03-23 18:35:09,0
1556,2022-03-23 18:35:12,0
1630,2022-03-23 18:35:15,0
1634,2022-03-23 18:35:18,0
1550,2022-03-23 18:35:20,0
1376,2022-03-23 18:35:23,0
1386,2022-03-23 18:35:26,0
1479,2022-03-23 18:35:29,0
1607,2022-03-23 18:35:32,0
1702,2022-03-23 18:35:35,0
1695,2022-03-23 18:35:38,0
1793,2022-03-23 18:35:41,0
1893,2022-03-23 18:35:43,0
1838,2022-03-23 18:35:46,0
1774,2022-03-23 18:35:49,0
1818,2022-03-23 18:35:52,0
1749,2022-03-23 18:35:55,0
1705,2022-03-23 18:35:58,0
1733,2022-03-23 18:36:01,0
1845,2022-03-23 18:36:04,0
1890,2022-03-23 18:36:06,0
1853,2022-03-23 18:36:09,0
1751,2022-03-23 18:36:12,0
1637,2022-03-23 18:36:15,0
1736,2022-03-23 18:36:18,0
1909,2022-03-23 18:36:21,0
1955,2022-03-23 18:36:24,0
1810,2022-03-23 18:36:29,0
1714,2022-03-23 18:36:32,0
1730,2022-03-23 18:36:35,0
1778,2022-03-23 18:36:38,0
1699,2022-03-23 18:36:41,0
1638,2022-03-23 18:36:44,0
1688,2022-03-23 18:36:47,0
1661,2022-03-23 18:36:49,0
1513,2022-03-23 18:36:52,0
1466,2022-03-23 18:36:55,0
1555,2022-03-23 18:36:58,0
1726,2022-03-23 18:37:01,0
1788,2022-03-23 18:37:04,0
1763,2022-03-23 18:37:07,0
1700,2022-03-23 18:37:10,0
1660,2022-03-23 18:37:12,0
1619,2022-03-23 18:37:15,0
1657,2022-03-23 18:37:18,0
1756,2022-03-23 18:37:21,0
1855,2022-03-23 18:37:24,0
1944,2022-03-23 18:37:27,0
2046,2022-03-23 18:37:30,0
2128,2022-03-23 18:37:33,0
2190,2022-03-23 18:37:35,0
2249,2022-03-23 18:37:38,0
2303,2022-03-23 18:37:41,0
2350,2022-03-23 18:37:44,0
2391,2022-03-23 18:37:47,0
2432,2022-03-23 18:37:50,0
2392,2022-03-23 18:37:53,0
2286,2022-03-23 18:37:56,0
2191,2022-03-23 18:37:58,0
2161,2022-03-23 18:38:01,0
2064,2022-03-23 18:38:04,0
2006,2022-03-23 18:38:07,0
2011,2022-03-23 18:38:10,0
1979,2022-03-23 18:38:13,0
2014,2022-03-23 18:38:16,0
2042,2022-03-23 18:38:19,0
2063,2022-03-23 18:38:21,0
2091,2022-03-23 18:38:24,0
2121,2022-03-23 18:38:27,0
2149,2022-03-23 18:38:30,0
2167,2022-03-23 18:38:33,0
2058,2022-03-23 18:38:36,0
1935,2022-03-23 18:38:39,0
1923,2022-03-23 18:38:42,0
1932,2022-03-23 18:38:44,0
1952,2022-03-23 18:38:47,0
1997,2022-03-23 18:38:50,0
2041,2022-03-23 18:38:53,0
2077,2022-03-23 18:38:56,0
2121,2022-03-23 18:38:59,0
2102,2022-03-23 18:39:02,0
2022,2022-03-23 18:39:05,0
1990,2022-03-23 18:39:07,0
1966,2022-03-23 18:39:10,0
1938,2022-03-23 18:39:13,0
1897,2022-03-23 18:39:16,0
1878,2022-03-23 18:39:19,0
1818,2022-03-23 18:39:22,0
1778,2022-03-23 18:39:25,0
1779,2022-03-23 18:39:27,0
1798,2022-03-23 18:39:30,0
1838,2022-03-23 18:39:33,0
1876,2022-03-23 18:39:36,0
1935,2022-03-23 18:39:39,0
1963,2022-03-23 18:39:42,0
1939,2022-03-23 18:39:45,0
1927,2022-03-23 18:39:48,0
1879,2022-03-23 18:39:50,0
1793,2022-03-23 18:39:53,0
1794,2022-03-23 18:39:56,0
1816,2022-03-23 18:39:59,0
1864,2022-03-23 18:40:02,0
1910,2022-03-23 18:40:05,0
1964,2022-03-23 18:40:08,0
2017,2022-03-23 18:40:11,0
2050,2022-03-23 18:40:13,0
2082,2022-03-23 18:40:16,0
2076,2022-03-23 18:40:19,0
2066,2022-03-23 18:40:22,0
2032,2022-03-23 18:40:25,0
1989,2022-03-23 18:40:28,0
1843,2022-03-23 18:40:31,0
1741,2022-03-23 18:40:34,0
1684,2022-03-23 18:40:36,0
1638,2022-03-23 18:40:39,0
1533,2022-03-23 18:40:42,0
1464,2022-03-23 18:40:45,0
1458,2022-03-23 18:40:48,0
1477,2022-03-23 18:40:51,0
1438,2022-03-23 18:40:54,0
1337,2022-03-23 18:40:57,0
1336,2022-03-23 18:40:59,0
1337,2022-03-23 18:41:02,0
1406,2022-03-23 18:41:05,0
1433,2022-03-23 18:41:08,0
1438,2022-03-23 18:41:11,0
1382,2022-03-23 18:41:14,0
1399,2022-03-23 18:41:17,0
1407,2022-03-23 18:41:20,0
1432,2022-03-23 18:41:22,0
1469,2022-03-23 18:41:25,0
1470,2022-03-23 18:41:28,0
1457,2022-03-23 18:41:31,0
1475,2022-03-23 18:41:34,0
1499,2022-03-23 18:41:37,0
1514,2022-03-23 18:41:40,0
1485,2022-03-23 18:41:43,0
1408,2022-03-23 18:41:45,0
1297,2022-03-23 18:41:48,0
1210,2022-03-23 18:41:51,0
1158,2022-03-23 18:41:54,0
1082,2022-03-23 18:41:57,0
1005,2022-03-23 18:42:00,0
1012,2022-03-23 18:42:03,0
983,2022-03-23 18:42:06,0
985,2022-03-23 18:42:08,0
979,2022-03-23 18:42:11,0
981,2022-03-23 18:42:14,0
957,2022-03-23 18:42:17,0
953,2022-03-23 18:42:20,0
885,2022-03-23 18:42:23,0
864,2022-03-23 18:42:26,0
1266,2022-03-23 18:42:29,0
