id,speed,timestamp,anomaly
132,17,2022-03-23 18:11:12,0
133,14,2022-03-23 18:11:15,0
134,15,2022-03-23 18:11:18,0
135,15,2022-03-23 18:11:21,0
136,16,2022-03-23 18:11:24,0
137,16,2022-03-23 18:11:26,0
138,16,2022-03-23 18:11:29,0
139,13,2022-03-23 18:11:32,0
140,15,2022-03-23 18:11:35,0
141,2,2022-03-23 18:11:38,0
142,0,2022-03-23 18:11:41,0
143,0,2022-03-23 18:11:44,0
144,0,2022-03-23 18:11:47,0
145,0,2022-03-23 18:11:49,0
146,107,2022-03-23 18:11:52,1
147,30,2022-03-23 18:11:55,1
148,0,2022-03-23 18:11:58,0
149,0,2022-03-23 18:12:01,0
150,0,2022-03-23 18:12:04,0
151,0,2022-03-23 18:12:07,0
152,0,2022-03-23 18:12:10,0
153,0,2022-03-23 18:12:12,0
154,0,2022-03-23 18:12:15,0
155,0,2022-03-23 18:12:18,0
156,0,2022-03-23 18:12:21,0
157,8,2022-03-23 18:12:24,0
158,8,2022-03-23 18:12:27,0
159,13,2022-03-23 18:12:30,0
160,7,2022-03-23 18:12:32,0
161,4,2022-03-23 18:12:35,0
162,3,2022-03-23 18:12:38,0
163,3,2022-03-23 18:12:41,0
164,2,2022-03-23 18:12:44,0
165,0,2022-03-23 18:12:47,0
166,7,2022-03-23 18:12:50,0
167,7,2022-03-23 18:12:53,0
168,14,2022-03-23 18:12:55,0
169,15,2022-03-23 18:12:58,0
170,20,2022-03-23 18:13:01,0
171,18,2022-03-23 18:13:04,0
172,13,2022-03-23 18:13:07,0
173,8,2022-03-23 18:13:10,0
174,6,2022-03-23 18:13:13,0
175,91,2022-03-23 18:13:16,1
176,9,2022-03-23 18:13:18,0
177,9,2022-03-23 18:13:21,0
178,12,2022-03-23 18:13:24,0
179,6,2022-03-23 18:13:27,0
180,12,2022-03-23 18:13:30,0
181,36,2022-03-23 18:13:33,1
182,5,2022-03-23 18:13:36,0
183,7,2022-03-23 18:13:38,0
184,8,2022-03-23 18:13:41,1
185,9,2022-03-23 18:13:44,0
186,7,2022-03-23 18:13:47,0
187,7,2022-03-23 18:13:50,0
188,7,2022-03-23 18:13:53,0
189,0,2022-03-23 18:13:56,0
190,0,2022-03-23 18:13:59,0
191,0,2022-03-23 18:14:01,0
192,3,2022-03-23 18:14:04,0
193,10,2022-03-23 18:14:07,0
194,7,2022-03-23 18:14:10,0
195,6,2022-03-23 18:14:13,0
196,0,2022-03-23 18:14:16,0
197,0,2022-03-23 18:14:19,0
198,1,2022-03-23 18:14:22,0
199,6,2022-03-23 18:14:24,0
200,4,2022-03-23 18:14:27,0
201,0,2022-03-23 18:14:30,0
202,2,2022-03-23 18:14:33,0
203,0,2022-03-23 18:14:36,0
204,9,2022-03-23 18:14:39,0
205,7,2022-03-23 18:14:42,0
206,0,2022-03-23 18:14:45,0
207,1,2022-03-23 18:14:47,0
208,8,2022-03-23 18:14:50,0
209,1,2022-03-23 18:14:53,0
210,0,2022-03-23 18:14:56,0
211,6,2022-03-23 18:14:59,0
212,5,2022-03-23 18:15:02,0
213,1,2022-03-23 18:15:05,0
214,8,2022-03-23 18:15:08,0
215,3,2022-03-23 18:15:10,0
216,6,2022-03-23 18:15:13,0
217,1,2022-03-23 18:15:16,0
218,3,2022-03-23 18:15:19,0
219,4,2022-03-23 18:15:22,0
220,0,2022-03-23 18:15:25,0
221,0,2022-03-23 18:15:28,0
222,8,2022-03-23 18:15:31,0
223,14,2022-03-23 18:15:34,0
224,15,2022-03-23 18:15:36,0
225,15,2022-03-23 18:15:39,0
226,14,2022-03-23 18:15:42,0
227,15,2022-03-23 18:15:45,0
228,15,2022-03-23 18:15:48,0
229,14,2022-03-23 18:15:51,0
230,6,2022-03-23 18:15:54,0
231,3,2022-03-23 18:15:57,0
232,11,2022-03-23 18:16:00,0
233,19,2022-03-23 18:16:02,0
234,17,2022-03-23 18:16:05,0
235,16,2022-03-23 18:16:08,0
236,23,2022-03-23 18:16:11,0
237,23,2022-03-23 18:16:14,0
238,25,2022-03-23 18:16:17,0
239,28,2022-03-23 18:16:20,0
240,27,2022-03-23 18:16:23,0
241,21,2022-03-23 18:16:25,0
242,30,2022-03-23 18:16:28,0
243,28,2022-03-23 18:16:31,0
244,10,2022-03-23 18:16:34,0
245,3,2022-03-23 18:16:37,0
246,14,2022-03-23 18:16:40,0
247,18,2022-03-23 18:16:43,0
248,16,2022-03-23 18:16:46,0
249,20,2022-03-23 18:16:48,0
250,25,2022-03-23 18:16:51,0
251,32,2022-03-23 18:16:54,0
252,35,2022-03-23 18:16:57,0
253,45,2022-03-23 18:17:00,0
254,58,2022-03-23 18:17:03,0
255,62,2022-03-23 18:17:06,0
256,64,2022-03-23 18:17:09,0
257,59,2022-03-23 18:17:11,0
258,47,2022-03-23 18:17:14,0
259,19,2022-03-23 18:17:17,1
260,45,2022-03-23 18:17:20,0
261,42,2022-03-23 18:17:23,0
262,96,2022-03-23 18:17:26,1
263,41,2022-03-23 18:17:29,0
264,42,2022-03-23 18:17:32,0
265,43,2022-03-23 18:17:34,0
266,44,2022-03-23 18:17:37,0
267,52,2022-03-23 18:17:40,0
268,105,2022-03-23 18:17:43,1
269,71,2022-03-23 18:17:46,0
270,83,2022-03-23 18:17:49,0
271,92,2022-03-23 18:17:52,0
272,6,2022-03-23 18:17:55,1
273,96,2022-03-23 18:17:57,0
274,102,2022-03-23 18:18:00,0
275,109,2022-03-23 18:18:03,0
276,115,2022-03-23 18:18:06,0
277,119,2022-03-23 18:18:09,0
278,121,2022-03-23 18:18:12,0
279,124,2022-03-23 18:18:15,0
280,127,2022-03-23 18:18:18,0
281,126,2022-03-23 18:18:20,0
282,127,2022-03-23 18:18:23,0
283,128,2022-03-23 18:18:26,0
284,129,2022-03-23 18:18:29,0
285,131,2022-03-23 18:18:32,0
286,131,2022-03-23 18:18:35,0
287,131,2022-03-23 18:18:38,0
288,130,2022-03-23 18:18:40,0
289,130,2022-03-23 18:18:43,0
290,129,2022-03-23 18:18:46,0
291,129,2022-03-23 18:18:49,0
292,130,2022-03-23 18:18:52,0
293,131,2022-03-23 18:18:55,0
294,131,2022-03-23 18:18:58,0
295,131,2022-03-23 18:19:01,0
296,132,2022-03-23 18:19:03,0
297,134,2022-03-23 18:19:06,0
298,132,2022-03-23 18:19:09,0
299,132,2022-03-23 18:19:12,0
300,133,2022-03-23 18:19:15,0
301,133,2022-03-23 18:19:18,0
302,134,2022-03-23 18:19:21,0
303,132,2022-03-23 18:19:24,0
304,128,2022-03-23 18:19:26,0
305,126,2022-03-23 18:19:29,0
306,125,2022-03-23 18:19:32,0
307,124,2022-03-23 18:19:35,0
308,123,2022-03-23 18:19:38,0
309,122,2022-03-23 18:19:41,0
310,122,2022-03-23 18:19:44,0
311,122,2022-03-23 18:19:47,0
312,122,2022-03-23 18:19:49,0
313,121,2022-03-23 18:19:52,0
314,120,2022-03-23 18:19:55,0
315,14,2022-03-23 18:19:58,1
316,118,2022-03-23 18:20:01,0
317,116,2022-03-23 18:20:04,0
318,117,2022-03-23 18:20:07,0
319,120,2022-03-23 18:20:09,0
320,123,2022-03-23 18:20:12,0
321,125,2022-03-23 18:20:15,0
322,126,2022-03-23 18:20:18,0
323,124,2022-03-23 18:20:21,0
324,123,2022-03-23 18:20:24,0
325,120,2022-03-23 18:20:27,0
326,118,2022-03-23 18:20:30,0
327,114,2022-03-23 18:20:32,0
328,108,2022-03-23 18:20:35,0
329,104,2022-03-23 18:20:38,0
330,100,2022-03-23 18:20:41,0
331,96,2022-03-23 18:20:44,0
332,99,2022-03-23 18:20:47,0
333,84,2022-03-23 18:20:50,0
334,80,2022-03-23 18:20:53,0
335,80,2022-03-23 18:20:55,0
336,80,2022-03-23 18:20:58,0
337,75,2022-03-23 18:21:01,0
338,74,2022-03-23 18:21:04,0
339,74,2022-03-23 18:21:07,0
340,76,2022-03-23 18:21:10,0
341,79,2022-03-23 18:21:13,0
342,81,2022-03-23 18:21:16,0
343,82,2022-03-23 18:21:18,0
344,85,2022-03-23 18:21:21,0
345,79,2022-03-23 18:21:24,0
346,78,2022-03-23 18:21:27,0
347,80,2022-03-23 18:21:30,0
348,82,2022-03-23 18:21:33,0
349,81,2022-03-23 18:21:36,0
350,77,2022-03-23 18:21:39,0
351,75,2022-03-23 18:21:41,0
352,75,2022-03-23 18:21:44,0
353,79,2022-03-23 18:21:47,0
354,80,2022-03-23 18:21:50,0
355,79,2022-03-23 18:21:53,0
356,79,2022-03-23 18:21:56,0
357,82,2022-03-23 18:21:59,0
358,79,2022-03-23 18:22:02,0
359,79,2022-03-23 18:22:04,0
360,78,2022-03-23 18:22:07,0
361,77,2022-03-23 18:22:10,0
362,17,2022-03-23 18:22:13,1
363,81,2022-03-23 18:22:16,0
364,80,2022-03-23 18:22:19,0
365,76,2022-03-23 18:22:22,0
366,71,2022-03-23 18:22:24,0
367,71,2022-03-23 18:22:27,0
368,73,2022-03-23 18:22:30,0
369,73,2022-03-23 18:22:33,0
370,76,2022-03-23 18:22:36,0
371,73,2022-03-23 18:22:39,0
372,75,2022-03-23 18:22:42,0
373,79,2022-03-23 18:22:45,0
374,77,2022-03-23 18:22:47,0
375,75,2022-03-23 18:22:50,0
376,73,2022-03-23 18:22:53,0
377,72,2022-03-23 18:22:56,0
378,68,2022-03-23 18:22:59,0
379,64,2022-03-23 18:23:02,0
380,61,2022-03-23 18:23:05,0
381,59,2022-03-23 18:23:08,0
382,59,2022-03-23 18:23:10,0
383,59,2022-03-23 18:23:13,0
384,60,2022-03-23 18:23:16,0
385,62,2022-03-23 18:23:19,0
386,66,2022-03-23 18:23:22,0
387,69,2022-03-23 18:23:25,0
388,74,2022-03-23 18:23:28,0
389,79,2022-03-23 18:23:31,0
390,83,2022-03-23 18:23:33,0
391,83,2022-03-23 18:23:36,0
392,83,2022-03-23 18:23:39,0
393,83,2022-03-23 18:23:42,0
394,82,2022-03-23 18:23:45,0
395,86,2022-03-23 18:23:48,0
396,93,2022-03-23 18:23:51,0
397,100,2022-03-23 18:23:53,0
398,107,2022-03-23 18:23:56,0
399,82,2022-03-23 18:23:59,1
400,112,2022-03-23 18:24:02,0
401,104,2022-03-23 18:24:05,0
402,99,2022-03-23 18:24:08,0
403,102,2022-03-23 18:24:11,0
404,105,2022-03-23 18:24:14,0
405,110,2022-03-23 18:24:16,0
406,114,2022-03-23 18:24:19,0
407,117,2022-03-23 18:24:22,0
408,114,2022-03-23 18:24:25,0
409,109,2022-03-23 18:24:28,0
410,110,2022-03-23 18:24:31,0
411,112,2022-03-23 18:24:34,0
412,113,2022-03-23 18:24:37,0
413,113,2022-03-23 18:24:39,0
414,112,2022-03-23 18:24:42,0
415,111,2022-03-23 18:24:45,0
416,111,2022-03-23 18:24:48,0
417,112,2022-03-23 18:24:51,0
418,110,2022-03-23 18:24:54,0
419,106,2022-03-23 18:24:57,0
420,105,2022-03-23 18:24:59,0
421,105,2022-03-23 18:25:02,0
422,99,2022-03-23 18:25:05,0
423,96,2022-03-23 18:25:08,0
424,95,2022-03-23 18:25:11,0
425,93,2022-03-23 18:25:14,0
426,1,2022-03-23 18:25:17,1
427,95,2022-03-23 18:25:20,0
428,97,2022-03-23 18:25:22,0
429,99,2022-03-23 18:25:25,0
430,101,2022-03-23 18:25:28,0
431,103,2022-03-23 18:25:31,0
432,105,2022-03-23 18:25:34,0
433,107,2022-03-23 18:25:37,0
434,109,2022-03-23 18:25:40,0
435,110,2022-03-23 18:25:43,0
436,108,2022-03-23 18:25:45,0
437,108,2022-03-23 18:25:48,0
438,110,2022-03-23 18:25:51,0
439,111,2022-03-23 18:25:54,0
440,113,2022-03-23 18:25:57,0
441,113,2022-03-23 18:26:00,0
442,29,2022-03-23 18:26:03,1
443,102,2022-03-23 18:26:05,0
444,101,2022-03-23 18:26:08,0
445,100,2022-03-23 18:26:11,0
446,96,2022-03-23 18:26:14,0
447,92,2022-03-23 18:26:17,0
448,89,2022-03-23 18:26:20,0
449,86,2022-03-23 18:26:23,0
450,84,2022-03-23 18:26:26,0
451,86,2022-03-23 18:26:28,0
452,89,2022-03-23 18:26:31,0
453,93,2022-03-23 18:26:34,0
454,98,2022-03-23 18:26:37,0
455,102,2022-03-23 18:26:40,0
456,107,2022-03-23 18:26:43,0
457,111,2022-03-23 18:26:46,0
458,112,2022-03-23 18:26:49,0
459,111,2022-03-23 18:26:51,0
460,111,2022-03-23 18:26:54,0
461,110,2022-03-23 18:26:57,0
462,109,2022-03-23 18:27:00,0
463,108,2022-03-23 18:27:03,0
464,107,2022-03-23 18:27:06,0
465,105,2022-03-23 18:27:09,0
466,101,2022-03-23 18:27:12,0
467,96,2022-03-23 18:27:14,0
468,94,2022-03-23 18:27:17,0
469,93,2022-03-23 18:27:20,0
470,94,2022-03-23 18:27:23,0
471,95,2022-03-23 18:27:26,0
472,98,2022-03-23 18:27:29,0
473,100,2022-03-23 18:27:32,0
474,103,2022-03-23 18:27:35,0
475,102,2022-03-23 18:27:37,0
476,99,2022-03-23 18:27:40,0
477,97,2022-03-23 18:27:43,0
478,95,2022-03-23 18:27:46,0
479,94,2022-03-23 18:27:49,0
480,94,2022-03-23 18:27:52,0
481,95,2022-03-23 18:27:55,0
482,95,2022-03-23 18:27:58,0
483,96,2022-03-23 18:28:00,0
484,96,2022-03-23 18:28:03,0
485,97,2022-03-23 18:28:06,0
486,98,2022-03-23 18:28:09,0
487,12,2022-03-23 18:28:12,1
488,97,2022-03-23 18:28:15,0
489,99,2022-03-23 18:28:18,0
490,102,2022-03-23 18:28:21,0
491,105,2022-03-23 18:28:24,0
492,108,2022-03-23 18:28:26,0
493,109,2022-03-23 18:28:29,0
494,112,2022-03-23 18:28:32,0
495,114,2022-03-23 18:28:35,0
496,114,2022-03-23 18:28:38,0
497,113,2022-03-23 18:28:41,0
498,120,2022-03-23 18:28:44,0
499,126,2022-03-23 18:28:47,0
500,130,2022-03-23 18:28:49,0
501,132,2022-03-23 18:28:52,0
502,133,2022-03-23 18:28:55,0
503,133,2022-03-23 18:28:58,0
504,133,2022-03-23 18:29:01,0
505,130,2022-03-23 18:29:04,0
506,129,2022-03-23 18:29:07,0
507,128,2022-03-23 18:29:10,0
508,126,2022-03-23 18:29:13,0
509,38,2022-03-23 18:29:15,1
510,114,2022-03-23 18:29:18,0
511,113,2022-03-23 18:29:21,0
512,107,2022-03-23 18:29:24,0
513,99,2022-03-23 18:29:27,0
514,100,2022-03-23 18:29:30,0
515,105,2022-03-23 18:29:33,0
516,110,2022-03-23 18:29:36,0
517,116,2022-03-23 18:29:38,0
518,122,2022-03-23 18:29:41,0
519,127,2022-03-23 18:29:44,0
520,130,2022-03-23 18:29:47,0
521,129,2022-03-23 18:29:50,0
522,127,2022-03-23 18:29:53,0
523,126,2022-03-23 18:29:56,0
524,127,2022-03-23 18:29:59,0
525,127,2022-03-23 18:30:01,0
526,125,2022-03-23 18:30:04,0
527,125,2022-03-23 18:30:07,0
528,125,2022-03-23 18:30:10,0
529,125,2022-03-23 18:30:13,0
530,124,2022-03-23 18:30:16,0
531,121,2022-03-23 18:30:19,0
532,119,2022-03-23 18:30:22,0
533,111,2022-03-23 18:30:24,0
534,109,2022-03-23 18:30:27,1
535,97,2022-03-23 18:30:30,0
536,95,2022-03-23 18:30:33,0
537,87,2022-03-23 18:30:36,0
538,83,2022-03-23 18:30:39,0
539,84,2022-03-23 18:30:42,0
540,86,2022-03-23 18:30:45,0
541,83,2022-03-23 18:30:47,0
542,79,2022-03-23 18:30:50,0
543,75,2022-03-23 18:30:53,0
544,71,2022-03-23 18:30:56,0
545,74,2022-03-23 18:30:59,0
546,77,2022-03-23 18:31:02,0
547,77,2022-03-23 18:31:05,0
548,76,2022-03-23 18:31:08,0
549,120,2022-03-23 18:31:10,1
550,76,2022-03-23 18:31:13,0
551,77,2022-03-23 18:31:16,0
552,77,2022-03-23 18:31:19,0
553,75,2022-03-23 18:31:22,0
554,79,2022-03-23 18:31:25,0
555,80,2022-03-23 18:31:28,0
556,114,2022-03-23 18:31:31,1
557,75,2022-03-23 18:31:33,0
558,75,2022-03-23 18:31:36,0
559,78,2022-03-23 18:31:39,0
560,79,2022-03-23 18:31:42,0
561,79,2022-03-23 18:31:45,0
562,79,2022-03-23 18:31:48,0
563,78,2022-03-23 18:31:51,0
564,80,2022-03-23 18:31:54,0
565,85,2022-03-23 18:31:56,0
566,87,2022-03-23 18:31:59,0
567,90,2022-03-23 18:32:02,0
568,92,2022-03-23 18:32:05,0
569,91,2022-03-23 18:32:08,0
570,86,2022-03-23 18:32:11,0
571,81,2022-03-23 18:32:14,0
572,81,2022-03-23 18:32:17,0
573,82,2022-03-23 18:32:19,0
574,84,2022-03-23 18:32:22,0
575,87,2022-03-23 18:32:25,0
576,89,2022-03-23 18:32:28,0
577,88,2022-03-23 18:32:31,0
578,85,2022-03-23 18:32:34,0
579,86,2022-03-23 18:32:37,0
580,88,2022-03-23 18:32:40,0
581,91,2022-03-23 18:32:42,0
582,84,2022-03-23 18:32:45,0
583,84,2022-03-23 18:32:48,0
584,85,2022-03-23 18:32:51,0
585,79,2022-03-23 18:32:54,0
586,81,2022-03-23 18:32:57,0
587,88,2022-03-23 18:33:00,0
588,87,2022-03-23 18:33:02,0
589,88,2022-03-23 18:33:05,0
590,93,2022-03-23 18:33:08,0
591,90,2022-03-23 18:33:11,0
592,88,2022-03-23 18:33:14,0
593,92,2022-03-23 18:33:17,0
594,102,2022-03-23 18:33:20,0
595,113,2022-03-23 18:33:23,0
596,120,2022-03-23 18:33:25,0
597,112,2022-03-23 18:33:28,0
598,98,2022-03-23 18:33:31,0
599,98,2022-03-23 18:33:34,0
600,102,2022-03-23 18:33:37,0
601,109,2022-03-23 18:33:40,0
602,115,2022-03-23 18:33:43,0
603,118,2022-03-23 18:33:46,0
604,113,2022-03-23 18:33:48,0
605,104,2022-03-23 18:33:51,0
606,101,2022-03-23 18:33:54,0
607,94,2022-03-23 18:33:57,0
608,94,2022-03-23 18:34:00,0
609,97,2022-03-23 18:34:03,0
610,102,2022-03-23 18:34:06,0
611,104,2022-03-23 18:34:09,0
612,100,2022-03-23 18:34:11,0
613,93,2022-03-23 18:34:14,0
614,94,2022-03-23 18:34:17,0
615,98,2022-03-23 18:34:20,0
616,115,2022-03-23 18:34:23,1
617,14,2022-03-23 18:34:26,1
618,99,2022-03-23 18:34:29,0
619,93,2022-03-23 18:34:32,0
620,87,2022-03-23 18:34:34,0
621,131,2022-03-23 18:34:37,1
622,90,2022-03-23 18:34:40,0
623,78,2022-03-23 18:34:43,0
624,72,2022-03-23 18:34:46,0
625,75,2022-03-23 18:34:49,0
626,78,2022-03-23 18:34:52,0
627,76,2022-03-23 18:34:54,0
628,81,2022-03-23 18:34:57,0
629,87,2022-03-23 18:35:00,0
630,82,2022-03-23 18:35:03,0
631,80,2022-03-23 18:35:06,0
632,78,2022-03-23 18:35:09,0
633,86,2022-03-23 18:35:12,0
634,91,2022-03-23 18:35:15,0
635,91,2022-03-23 18:35:17,0
636,87,2022-03-23 18:35:20,0
637,76,2022-03-23 18:35:23,0
638,77,2022-03-23 18:35:26,0
639,83,2022-03-23 18:35:29,0
640,89,2022-03-23 18:35:32,0
641,95,2022-03-23 18:35:35,0
642,94,2022-03-23 18:35:38,0
643,100,2022-03-23 18:35:40,0
644,106,2022-03-23 18:35:43,0
645,102,2022-03-23 18:35:46,0
646,99,2022-03-23 18:35:49,0
647,100,2022-03-23 18:35:52,0
648,96,2022-03-23 18:35:55,0
649,92,2022-03-23 18:35:58,0
650,96,2022-03-23 18:36:01,0
651,102,2022-03-23 18:36:04,0
652,95,2022-03-23 18:36:06,1
653,102,2022-03-23 18:36:09,0
654,98,2022-03-23 18:36:12,0
655,91,2022-03-23 18:36:15,0
656,97,2022-03-23 18:36:18,0
657,106,2022-03-23 18:36:21,0
658,109,2022-03-23 18:36:24,0
659,101,2022-03-23 18:36:29,0
660,96,2022-03-23 18:36:32,0
661,96,2022-03-23 18:36:35,0
662,99,2022-03-23 18:36:38,0
663,94,2022-03-23 18:36:41,0
664,91,2022-03-23 18:36:44,0
665,94,2022-03-23 18:36:46,0
666,92,2022-03-23 18:36:49,0
667,84,2022-03-23 18:36:52,0
668,1,2022-03-23 18:36:55,1
669,87,2022-03-23 18:36:58,0
670,96,2022-03-23 18:37:01,0
671,101,2022-03-23 18:37:04,0
672,98,2022-03-23 18:37:07,0
673,95,2022-03-23 18:37:09,0
674,92,2022-03-23 18:37:12,0
675,90,2022-03-23 18:37:15,0
676,92,2022-03-23 18:37:18,0
677,97,2022-03-23 18:37:21,0
678,103,2022-03-23 18:37:24,0
679,108,2022-03-23 18:37:27,0
680,114,2022-03-23 18:37:30,0
681,119,2022-03-23 18:37:33,0
682,122,2022-03-23 18:37:35,0
683,126,2022-03-23 18:37:38,0
684,128,2022-03-23 18:37:41,0
685,131,2022-03-23 18:37:44,0
686,134,2022-03-23 18:37:47,0
687,136,2022-03-23 18:37:50,0
688,133,2022-03-23 18:37:53,0
689,127,2022-03-23 18:37:55,0
690,123,2022-03-23 18:37:58,0
691,121,2022-03-23 18:38:01,0
692,114,2022-03-23 18:38:04,0
693,112,2022-03-23 18:38:07,0
694,112,2022-03-23 18:38:10,0
695,111,2022-03-23 18:38:13,0
696,112,2022-03-23 18:38:16,0
697,114,2022-03-23 18:38:18,0
698,115,2022-03-23 18:38:21,0
699,117,2022-03-23 18:38:24,0
700,118,2022-03-23 18:38:27,0
701,120,2022-03-23 18:38:30,0
702,121,2022-03-23 18:38:33,0
703,115,2022-03-23 18:38:36,0
704,108,2022-03-23 18:38:39,0
705,107,2022-03-23 18:38:41,0
706,108,2022-03-23 18:38:44,0
707,109,2022-03-23 18:38:47,0
708,112,2022-03-23 18:38:50,0
709,114,2022-03-23 18:38:53,0
710,116,2022-03-23 18:38:56,0
711,118,2022-03-23 18:38:59,0
712,117,2022-03-23 18:39:02,0
713,113,2022-03-23 18:39:04,0
714,111,2022-03-23 18:39:07,0
715,110,2022-03-23 18:39:10,0
716,108,2022-03-23 18:39:13,0
717,106,2022-03-23 18:39:16,0
718,105,2022-03-23 18:39:19,0
719,101,2022-03-23 18:39:22,0
720,99,2022-03-23 18:39:24,0
721,99,2022-03-23 18:39:27,0
722,100,2022-03-23 18:39:30,0
723,102,2022-03-23 18:39:33,0
724,105,2022-03-23 18:39:36,0
725,108,2022-03-23 18:39:39,0
726,109,2022-03-23 18:39:42,0
727,109,2022-03-23 18:39:45,0
728,108,2022-03-23 18:39:47,0
729,105,2022-03-23 18:39:50,0
730,100,2022-03-23 18:39:53,0
731,100,2022-03-23 18:39:56,0
732,101,2022-03-23 18:39:59,0
733,104,2022-03-23 18:40:02,0
734,106,2022-03-23 18:40:05,0
